ID,Sales
T1188456,28676.915918571147
T1188457,30223.748963339633
T1188458,37476.87127476296
T1188459,64870.57016651924
T1188460,24480.870658280768
T1188461,48530.10288631708
T1188462,38874.11204242366
T1188463,25210.103681473654
T1188464,50109.88160713584
T1188465,39680.7207716515
T1188466,34366.09395653777
T1188467,28101.62986424928
T1188468,40688.960274255885
T1188469,40608.06908922069
T1188470,23363.267481374594
T1188471,40752.73285454394
T1188472,44313.58831482321
T1188473,42980.795190128454
T1188474,51267.97763165689
T1188475,20966.590213940537
T1188476,50477.6538784709
T1188477,38305.13559519857
T1188478,38873.49134444803
T1188479,20973.67656802696
T1188480,49703.917459929675
T1188481,53963.561526500496
T1188482,44387.374539305616
T1188483,53501.19523703415
T1188484,53142.80207514943
T1188485,29675.363413303123
T1188486,23996.245764679086
T1188487,40062.68471203921
T1188488,40434.43147981281
T1188489,37940.70257818391
T1188490,52421.9685521104
T1188491,41908.838062459894
T1188492,32904.93106659356
T1188493,32964.47281063146
T1188494,53170.301525291536
T1188495,29185.36784650181
T1188496,49240.45252218603
T1188497,27363.089248529013
T1188498,38116.896483206554
T1188499,39460.13086072281
T1188500,58744.72061183707
T1188501,34187.358993679736
T1188502,39460.13086072281
T1188503,33571.849431247145
T1188504,32815.56541374852
T1188505,33003.501618605165
T1188506,53690.19003682999
T1188507,41835.65220544255
T1188508,39878.289189987554
T1188509,30401.947743796307
T1188510,38487.53459396719
T1188511,34085.03601933742
T1188512,42718.076596346415
T1188513,33615.79522813438
T1188514,40529.95797335763
T1188515,59793.366632434816
T1188516,37940.70257818391
T1188517,53820.06495944169
T1188518,38409.71711141659
T1188519,50175.738748753945
T1188520,23654.409256274164
T1188521,52477.76683397038
T1188522,38939.018539151795
T1188523,31414.48592240094
T1188524,45670.97161477432
T1188525,63659.22721389495
T1188526,31238.121490678524
T1188527,39143.874927480065
T1188528,36910.424200437184
T1188529,52480.3599969543
T1188530,39609.95625065003
T1188531,53623.45528032527
T1188532,41880.29579208374
T1188533,39196.651536273755
T1188534,40355.989528532766
T1188535,57430.202762470675
T1188536,64359.511786409
T1188537,70334.93048633193
T1188538,70334.93048633193
T1188539,47782.15007365032
T1188540,41896.495397144856
T1188541,39256.10691878391
T1188542,68871.66281353169
T1188543,39739.01318480608
T1188544,39875.900669101626
T1188545,38840.42076758127
T1188546,29901.49348438811
T1188547,39789.783877442205
T1188548,52402.95383310008
T1188549,32291.37823386659
T1188550,41480.31518536133
T1188551,42856.60248680363
T1188552,21228.082740742702
T1188553,39795.04213456883
T1188554,66686.29403625135
T1188555,39117.874690485
T1188556,64239.963401233166
T1188557,23784.107860285356
T1188558,29906.115488383137
T1188559,39887.224907396165
T1188560,40006.31721227187
T1188561,44636.97402234392
T1188562,29494.980354537227
T1188563,39412.9535539302
T1188564,57969.045882887454
T1188565,43788.95290176749
T1188566,45075.367020072656
T1188567,52313.87963521838
T1188568,24449.223561550883
T1188569,40287.88527516336
T1188570,38700.73491466168
T1188571,30263.43780324897
T1188572,59771.48970528364
T1188573,33458.592507339745
T1188574,38719.97214530243
T1188575,40882.50707338968
T1188576,58688.395012354726
T1188577,40150.87235278892
T1188578,33443.08106953086
T1188579,37342.672157382025
T1188580,36096.70472480706
T1188581,34789.24584238071
T1188582,29648.291020519955
T1188583,34001.01055795263
T1188584,30427.180141487133
T1188585,72640.71897294691
T1188586,37355.85359955413
T1188587,54071.798891787505
T1188588,32287.355007633385
T1188589,27504.12457249363
T1188590,42431.94030828321
T1188591,30539.082594254236
T1188592,29365.706475087994
T1188593,24887.751426604715
T1188594,79644.73036970169
T1188595,33052.7808332961
T1188596,39466.80452681948
T1188597,72121.66390688342
T1188598,65006.578083316665
T1188599,50862.48327594911
T1188600,33578.66463030647
T1188601,44103.792304011404
T1188602,29326.788893770055
T1188603,68280.36880073193
T1188604,40201.56559672885
T1188605,60584.692135377045
T1188606,29347.135056763393
T1188607,54815.91950935099
T1188608,44615.566726294135
T1188609,29069.519549397766
T1188610,60423.75587707096
T1188611,32882.77890953029
T1188612,51081.546221410594
T1188613,49379.64914579422
T1188614,57273.229247810435
T1188615,32824.93541056615
T1188616,60666.91974490606
T1188617,33055.98573582695
T1188618,53832.66269030607
T1188619,24088.449284406488
T1188620,39715.42907111678
T1188621,34440.489367642425
T1188622,39206.96889055561
T1188623,46091.19464509929
T1188624,26674.894971253067
T1188625,64234.980798106684
T1188626,39849.63765629415
T1188627,39849.63765629415
T1188628,44103.792304011404
T1188629,34054.110831527025
T1188630,38558.09550715759
T1188631,32066.54776626608
T1188632,44500.19722172375
T1188633,41162.901254455246
T1188634,34219.14913355217
T1188635,45316.20767420971
T1188636,31726.50214675125
T1188637,48764.00650047988
T1188638,32476.466065824672
T1188639,76718.81064864635
T1188640,27136.446847131516
T1188641,39918.250257849744
T1188642,39663.532706567494
T1188643,43837.01730458275
T1188644,30008.72416736911
T1188645,33863.320770942824
T1188646,34235.860240092356
T1188647,34087.988198787425
T1188648,39200.19001045183
T1188649,29670.84935446915
T1188650,31953.431289293956
T1188651,34199.48550899763
T1188652,61817.94689489876
T1188653,55137.56634670672
T1188654,40664.4469095576
T1188655,32583.397989439167
T1188656,50117.70092450649
T1188657,44103.792304011404
T1188658,43526.69962310806
T1188659,51746.61928871412
T1188660,33247.30291541455
T1188661,57940.022649431085
T1188662,63566.818018773425
T1188663,39215.26128653607
T1188664,26100.341693284827
T1188665,38810.43794776903
T1188666,53681.686241063246
T1188667,39274.209059498935
T1188668,67632.82788187957
T1188669,63559.027466525265
T1188670,88486.82155531863
T1188671,63470.1480862532
T1188672,63470.1480862532
T1188673,57113.727593157375
T1188674,40344.165503061326
T1188675,53192.20606014514
T1188676,40267.98286866632
T1188677,29567.115452451602
T1188678,44500.917821103154
T1188679,57856.50771557045
T1188680,27004.126346557794
T1188681,29636.972943981375
T1188682,52439.40232995833
T1188683,43896.416490570635
T1188684,26996.773334767393
T1188685,57252.93523605315
T1188686,39144.49050489708
T1188687,47546.37931006345
T1188688,33063.334808138294
T1188689,47224.17994844641
T1188690,39326.392770806226
T1188691,53179.82439208287
T1188692,38485.67115028287
T1188693,57546.670930762455
T1188694,27660.890405829334
T1188695,32375.610963741525
T1188696,49851.52210892666
T1188697,33899.324360317725
T1188698,57204.184614257894
T1188699,55952.19300853749
T1188700,48500.96965936896
T1188701,29171.34225247812
T1188702,56011.2603539006
T1188703,29058.310791954864
T1188704,38462.97093269882
T1188705,60056.72344600247
T1188706,89696.0928286465
T1188707,38200.613449732555
T1188708,28363.823551818794
T1188709,53180.34745192631
T1188710,67931.40371462036
T1188711,44471.24517738073
T1188712,32896.25186103018
T1188713,65707.59299931582
T1188714,41008.813645139446
T1188715,34148.60622900963
T1188716,22012.905109621835
T1188717,59525.41784515133
T1188718,40652.98342691936
T1188719,40105.68072515695
T1188720,24439.231625153298
T1188721,28477.42776615773
T1188722,64028.377266449155
T1188723,67523.31686904794
T1188724,21758.498936906093
T1188725,43714.543779154155
T1188726,50293.42418927095
T1188727,42155.95299775105
T1188728,54666.142144456426
T1188729,40114.235522374445
T1188730,46332.6370047518
T1188731,57671.95677335334
T1188732,34813.415102260544
T1188733,54203.77585499008
T1188734,64028.377266449155
T1188735,24569.35047853154
T1188736,30460.185782182263
T1188737,34383.6414381662
T1188738,24781.06813355822
T1188739,39267.65840376712
T1188740,39196.45861404153
T1188741,39975.81598283553
T1188742,55427.38679138513
T1188743,39975.96217055509
T1188744,44759.96808273268
T1188745,58629.28558631546
T1188746,46046.38220103785
T1188747,39557.18804246409
T1188748,53419.33703102424
T1188749,34399.15287597509
T1188750,34161.39365735736
T1188751,57893.447551142286
T1188752,26208.293214911013
T1188753,60608.512538080235
T1188754,41145.82656751389
T1188755,52825.60705782745
T1188756,40532.9234914932
T1188757,37182.12129969187
T1188758,59743.334956879444
T1188759,64256.08095565781
T1188760,46043.653550103
T1188761,40270.89484628073
T1188762,65076.986234029755
T1188763,48303.16771755974
T1188764,25543.177513645485
T1188765,50559.44775793555
T1188766,40552.16072213395
T1188767,39641.90961342704
T1188768,30762.28920983975
T1188769,31119.611524705586
T1188770,58271.360319683794
T1188771,54256.193966471255
T1188772,40864.2585046224
T1188773,57375.99020272067
T1188774,45607.98920330911
T1188775,40046.732952194085
T1188776,31325.401360474832
T1188777,27325.656017489153
T1188778,26858.694435471436
T1188779,53116.80683458337
T1188780,50293.268942355724
T1188781,40114.235522374445
T1188782,53956.64002933557
T1188783,33756.125782383846
T1188784,31821.877439381988
T1188785,34918.30927172149
T1188786,54795.647432635844
T1188787,44841.04769686274
T1188788,42693.59349779308
T1188789,25908.4113582273
T1188790,34512.40979988247
T1188791,41710.47776681908
T1188792,31258.12146525292
T1188793,52994.223052002046
T1188794,40319.72317079871
T1188795,40750.18217513229
T1188796,35999.843672453746
T1188797,60699.09862009582
T1188798,43689.09177731161
T1188799,28894.18052294723
T1188800,63849.07797071428
T1188801,35292.24580520971
T1188802,29929.694994664744
T1188803,35209.4358200425
T1188804,33761.939015050404
T1188805,42766.779354810424
T1188806,35729.80621101604
T1188807,33845.49143522889
T1188808,39596.88325958296
T1188809,53872.882143247465
T1188810,30406.643762706575
T1188811,31015.788852439415
T1188812,41292.31943755434
T1188813,31484.002626482026
T1188814,40739.8061964584
T1188815,29277.896901645337
T1188816,41086.4622059361
T1188817,41292.31943755434
T1188818,35061.56377873757
T1188819,59581.74344463367
T1188820,44758.24770041805
T1188821,35127.91936231507
T1188822,50767.22549272269
T1188823,77431.00418997175
T1188824,61567.6557064268
T1188825,49164.392682706435
T1188826,53734.645114126586
T1188827,40837.7812362846
T1188828,41466.01038157122
T1188829,39175.651560886225
T1188830,24148.089850253727
T1188831,56597.04437924286
T1188832,42584.92143137546
T1188833,46258.8507802694
T1188834,30016.437517365604
T1188835,41583.97788799245
T1188836,30440.59414270094
T1188837,41116.3189692892
T1188838,33585.54804415882
T1188839,21751.41258281967
T1188840,30325.468194638226
T1188841,51067.16060781217
T1188842,42182.829538920094
T1188843,39163.0768875491
T1188844,52794.75060219354
T1188845,45532.80208877327
T1188846,35306.654325173105
T1188847,44872.03184186893
T1188848,39772.89115501543
T1188849,33379.351027276076
T1188850,55899.76963972854
T1188851,53124.549170066326
T1188852,49960.753298552576
T1188853,39772.89115501543
T1188854,41236.870887793695
T1188855,41292.37277216334
T1188856,32644.26555429219
T1188857,44926.05765557464
T1188858,48625.36707917678
T1188859,49119.609615658344
T1188860,53602.95885519362
T1188861,40706.30061925518
T1188862,36216.61488009075
T1188863,25994.926050352788
T1188864,51215.33900294169
T1188865,42082.432232890096
T1188866,40538.66206400202
T1188867,39731.43263679856
T1188868,42338.25647771186
T1188869,32199.308291280082
T1188870,33076.20060274574
T1188871,50863.07233920722
T1188872,35354.580109585244
T1188873,40351.37113787994
T1188874,40312.45850775981
T1188875,61948.327430951336
T1188876,40546.90073677478
T1188877,40040.38544871928
T1188878,38707.159283229405
T1188879,29185.20225469091
T1188880,76599.56127456913
T1188881,40136.31170870759
T1188882,90758.68125131687
T1188883,54387.48341234979
T1188884,65833.94321730357
T1188885,43009.354053665
T1188886,33885.68983059104
T1188887,36901.574945957684
T1188888,34972.74124190003
T1188889,25842.117718412035
T1188890,49155.098562241576
T1188891,31337.87649573884
T1188892,40143.13738996711
T1188893,30105.487798950013
T1188894,73919.78388364776
T1188895,41300.997336629756
T1188896,35730.571524574014
T1188897,40681.10932195216
T1188898,88151.37207659672
T1188899,40300.29552675887
T1188900,40681.10932195216
T1188901,40038.44055621361
T1188902,62720.6582171879
T1188903,66115.12356326923
T1188904,51179.03915158134
T1188905,33205.315058505614
T1188906,40300.29552675887
T1188907,28373.143809061454
T1188908,40143.13738996711
T1188909,63666.33219670949
T1188910,40143.13738996711
T1188911,53240.981919481936
T1188912,71315.82534459299
T1188913,75803.9055121486
T1188914,42051.60748241658
T1188915,30823.187983403313
T1188916,41429.54115905685
T1188917,52760.20875406729
T1188918,30982.101705526256
T1188919,55894.907278464336
T1188920,40909.452854085765
T1188921,56410.70702442463
T1188922,28760.973479550812
T1188923,43956.43351158037
T1188924,41329.190206939966
T1188925,25729.654724152373
T1188926,60745.986382886855
T1188927,60478.88690671424
T1188928,46213.88809643217
T1188929,40317.89101547204
T1188930,60692.860787826474
T1188931,36046.55708185721
T1188932,57914.53691747526
T1188933,34968.20157346984
T1188934,42353.325482012806
T1188935,30395.32568616799
T1188936,41335.70697565637
T1188937,35186.092386513745
T1188938,33739.02615250896
T1188939,42924.87966292984
T1188940,44177.656825090606
T1188941,57962.49218469483
T1188942,36437.088666546246
T1188943,41170.87297686188
T1188944,49674.666965633805
T1188945,62303.8986422335
T1188946,50458.636914907554
T1188947,28695.02217257578
T1188948,25360.040332700934
T1188949,52714.17288311782
T1188950,39710.22447308938
T1188951,57891.3948591471
T1188952,33712.48300429438
T1188953,31712.046385962076
T1188954,40825.18613653462
T1188955,47545.463712601864
T1188956,48942.71649279802
T1188957,40987.547772734026
T1188958,61663.679904490375
T1188959,74328.85665555795
T1188960,58267.225595267264
T1188961,53105.53445105601
T1188962,41293.59188429642
T1188963,65196.534619205595
T1188964,40544.61087427931
T1188965,72109.21956032392
T1188966,33966.87157523891
T1188967,41028.84011310528
T1188968,72109.21956032392
T1188969,49308.92304418698
T1188970,80333.99330658608
T1188971,42867.51057811005
T1188972,29379.849064560603
T1188973,40114.04821113444
T1188974,70740.33550107539
T1188975,69708.68564632829
T1188976,40596.95447715661
T1188977,44840.962044843305
T1188978,25646.104168791328
T1188979,61355.28963040451
T1188980,65695.84102020106
T1188981,37182.12129969187
T1188982,42188.178105364284
T1188983,46043.653550103
T1188984,39796.959831502325
T1188985,31080.457327775603
T1188986,46641.9867957395
T1188987,50113.79064617961
T1188988,64496.250046691544
T1188989,42738.23708443427
T1188990,46043.653550103
T1188991,29972.401533897675
T1188992,40001.816219830594
T1188993,35488.071064068215
T1188994,37612.62749303153
T1188995,25869.6395053125
T1188996,52631.3176246831
T1188997,40467.89754300056
T1188998,55263.3021394766
T1188999,32022.943859557665
T1189000,28702.37518436618
T1189001,40733.841961452155
T1189002,31453.173336197047
T1189003,67604.72390606058
T1189004,66895.72572231237
T1189005,24571.19671401598
T1189006,32252.199928070153
T1189007,38299.73925412444
T1189008,58235.93386764685
T1189009,30888.471397334986
T1189010,35910.41699171437
T1189011,77507.87095732908
T1189012,71994.18293786688
T1189013,34472.73018263542
T1189014,30884.004035441278
T1189015,35671.40819146304
T1189016,74953.77996725522
T1189017,41033.03726238685
T1189018,34900.47911752833
T1189019,40484.00313437476
T1189020,46421.57602167177
T1189021,53835.31339664092
T1189022,35473.01921587929
T1189023,38187.325265212145
T1189024,35582.22877104914
T1189025,30757.667205844722
T1189026,64277.54579651765
T1189027,40647.725169792735
T1189028,58545.77065245483
T1189029,25265.693027159905
T1189030,34873.879244393196
T1189031,51281.1961445598
T1189032,29413.531006255373
T1189033,38334.81256711349
T1189034,68133.95433016126
T1189035,34724.721850222806
T1189036,52050.850610088855
T1189037,34196.76144139512
T1189038,40174.30026524189
T1189039,40157.86443646423
T1189040,35825.92923971921
T1189041,55150.78666090084
T1189042,56361.825964366486
T1189043,49322.73989479352
T1189044,39294.44259835683
T1189045,57942.19817293754
T1189046,34598.53927485198
T1189047,55545.142663998915
T1189048,41740.44836574021
T1189049,46287.22285517491
T1189050,35140.04587763297
T1189051,43289.88160063374
T1189052,45586.58190725932
T1189053,40390.284083989114
T1189054,64396.050299321854
T1189055,59480.36564724668
T1189056,39833.91315776286
T1189057,40745.16619974669
T1189058,65360.25102259882
T1189059,47196.652040905145
T1189060,39949.08506003808
T1189061,66045.6212461813
T1189062,40672.60934441279
T1189063,66607.16464318872
T1189064,41387.89926570816
T1189065,53845.38269310536
T1189066,41546.901566606415
T1189067,36954.64601715759
T1189068,35363.159417279225
T1189069,34076.497138136016
T1189070,53585.81739276015
T1189071,31283.01581437057
T1189072,38053.83610421127
T1189073,52729.93205181512
T1189074,25312.90654749149
T1189075,36664.758876351
T1189076,55067.08427021153
T1189077,28114.104610557166
T1189078,36351.82829468468
T1189079,41805.04383616611
T1189080,33105.38640597737
T1189081,60573.69529540053
T1189082,45927.55139987526
T1189083,53983.98957728263
T1189084,32238.44304798073
T1189085,38023.865505290145
T1189086,35509.84635251259
T1189087,37322.20138361051
T1189088,39150.837228524775
T1189089,36860.28847524585
T1189090,36865.548460605016
T1189091,38400.728558852294
T1189092,36846.31122996427
T1189093,37222.84059255682
T1189094,27949.744237047526
T1189095,62063.2956381919
T1189096,45590.923320422706
T1189097,37156.07756224679
T1189098,29108.1830733744
T1189099,33495.509038162934
T1189100,54201.90668901075
T1189101,32794.279930109864
T1189102,39830.57495217138
T1189103,37701.28700417922
T1189104,71058.13300670043
T1189105,53145.847357500024
T1189106,31647.94005823839
T1189107,42187.86537589762
T1189108,37346.42500085792
T1189109,47942.369293521006
T1189110,48750.59995490293
T1189111,36994.49706042323
T1189112,36633.11090926977
T1189113,24265.418755919174
T1189114,29505.157287087564
T1189115,36994.49706042323
T1189116,56406.899163082635
T1189117,27975.59467000983
T1189118,35020.54702170048
T1189119,27073.130330471282
T1189120,41679.193851124175
T1189121,23981.52456214661
T1189122,56994.94282836906
T1189123,32883.706610849236
T1189124,35870.57578093515
T1189125,37459.214305984955
T1189126,31267.504376561687
T1189127,49373.74121929206
T1189128,67123.92863556478
T1189129,36613.683265229934
T1189130,36315.20395830166
T1189131,56762.47037436481
T1189132,34089.537052923304
T1189133,26156.08471006884
T1189134,48917.08031663885
T1189135,37484.260715332945
T1189136,41138.97776779514
T1189137,27790.830514924583
T1189138,36781.285281471624
T1189139,31396.27273827797
T1189140,51226.17020234301
T1189141,46243.518212249386
T1189142,68147.42117284486
T1189143,30639.988720779344
T1189144,37252.015197835455
T1189145,31852.064511865334
T1189146,23502.88607138797
T1189147,41506.98579396809
T1189148,39051.62482290533
T1189149,47396.53884644468
T1189150,37605.707176025404
T1189151,37342.22785157635
T1189152,48572.24484336062
T1189153,59312.52217332543
T1189154,65034.61237398384
T1189155,41013.5150167287
T1189156,52725.797327398584
T1189157,37138.57387500568
T1189158,55204.55811501816
T1189159,35489.03929935728
T1189160,28305.51902726011
T1189161,41094.03716747454
T1189162,36427.6232608455
T1189163,23615.349065647628
T1189164,40027.93151762522
T1189165,39006.981236264146
T1189166,31032.46916740513
T1189167,38651.64421618292
T1189168,45166.79215199156
T1189169,30741.672975895293
T1189170,36456.525128438174
T1189171,30043.843134267005
T1189172,77514.89537140989
T1189173,53717.858091226975
T1189174,25417.190504587754
T1189175,50126.91035651454
T1189176,38501.56584383535
T1189177,35429.08768097502
T1189178,30622.889090904457
T1189179,36456.525128438174
T1189180,36110.34756997338
T1189181,30242.739820755472
T1189182,52421.06391682614
T1189183,36427.6232608455
T1189184,29166.95082280135
T1189185,31802.172210116976
T1189186,45789.899838786245
T1189187,42783.46997059928
T1189188,36456.525128438174
T1189189,48497.40202863723
T1189190,47778.65194378586
T1189191,72349.37049787912
T1189192,58954.821778822865
T1189193,38364.99522088764
T1189194,36449.699447178646
T1189195,51834.561934851976
T1189196,34500.7130036832
T1189197,44739.146026301845
T1189198,46131.63966848021
T1189199,37019.68835772624
T1189200,31608.584788618296
T1189201,42185.13672496278
T1189202,35657.083692909895
T1189203,35476.464626020155
T1189204,58629.51071315608
T1189205,45623.926818603584
T1189206,33320.95160494173
T1189207,36044.82037526963
T1189208,39994.68667985568
T1189209,59778.49611065832
T1189210,44184.088676326384
T1189211,40612.728352240505
T1189212,58736.11752864895
T1189213,27293.110726159495
T1189214,45357.90324993898
T1189215,58629.51071315608
T1189216,37614.385075100814
T1189217,52029.33310860213
T1189218,42185.13672496278
T1189219,36080.00962859161
T1189220,49652.39995139869
T1189221,41067.54083043441
T1189222,26319.61180299063
T1189223,49501.617003032654
T1189224,38047.665350440584
T1189225,28048.09985929687
T1189226,52273.09022006028
T1189227,19531.730284141686
T1189228,48831.64050004762
T1189229,19524.643930055263
T1189230,84362.29871948421
T1189231,50413.6445983274
T1189232,32190.517263568596
T1189233,37860.28930507747
T1189234,48369.251571653396
T1189235,27705.889271475426
T1189236,58230.95983758459
T1189237,36419.068463628006
T1189238,36023.61221156045
T1189239,35955.29735189811
T1189240,48821.57120358319
T1189241,37779.398120042286
T1189242,52877.65266608936
T1189243,24631.925782707043
T1189244,21921.32119748932
T1189245,48156.86998170614
T1189246,36360.12069066515
T1189247,23133.27167993653
T1189248,38898.309169846514
T1189249,62353.70347557997
T1189250,58714.65268778912
T1189251,22344.428061251576
T1189252,42400.33395512917
T1189253,53087.85731844678
T1189254,47859.229662861595
T1189255,48728.11446261437
T1189256,23768.157397588384
T1189257,31045.256595752857
T1189258,59050.10588529956
T1189259,36797.39087284582
T1189260,37828.2773440734
T1189261,46546.60192682038
T1189262,42474.12017961157
T1189263,49190.03366193235
T1189264,39066.36283778961
T1189265,23419.335516026924
T1189266,79694.01453314845
T1189267,58124.903928840795
T1189268,31279.908385759773
T1189269,33495.509038162934
T1189270,37742.92889752791
T1189271,38490.99421687134
T1189272,36289.20372130659
T1189273,53004.34238458614
T1189274,36086.278893486495
T1189275,59535.55796616106
T1189276,60292.51494943489
T1189277,50491.07382686936
T1189278,36574.36028604397
T1189279,33298.74227755451
T1189280,37902.274213954646
T1189281,22342.581825767134
T1189282,37058.55393821776
T1189283,27618.272355143996
T1189284,56026.2274385581
T1189285,31080.62437979062
T1189286,38979.60714523624
T1189287,37177.64624309346
T1189288,85217.2529834482
T1189289,67294.59626812462
T1189290,26874.65400880073
T1189291,50482.049584779525
T1189292,48091.79225799827
T1189293,41749.47237816889
T1189294,31689.413136806543
T1189295,23316.40886088108
T1189296,51231.03256360722
T1189297,36966.371165390425
T1189298,56608.36672434046
T1189299,37605.760510634405
T1189300,42185.13672496278
T1189301,27427.828313703532
T1189302,36857.998612750365
T1189303,38474.24932371324
T1189304,32371.9340024637
T1189305,22554.299480793816
T1189306,40580.76193074215
T1189307,32069.955324909235
T1189308,35581.046142238185
T1189309,76039.84651481925
T1189310,36086.278893486495
T1189311,55813.86136253581
T1189312,22212.462972388894
T1189313,74210.68842164625
T1189314,63738.936859028014
T1189315,76039.84651481925
T1189316,19786.136456857428
T1189317,45178.26970684765
T1189318,74792.56503871738
T1189319,44141.356369183835
T1189320,38501.12586488229
T1189321,60166.16473144714
T1189322,28181.384505779075
T1189323,30850.7345136344
T1189324,48110.806977008586
T1189325,23642.870852548094
T1189326,37606.97962276748
T1189327,34514.00118820362
T1189328,40097.91668644014
T1189329,47260.80972426631
T1189330,48166.605258868585
T1189331,32011.782300710565
T1189332,42306.83567663283
T1189333,35709.259356626695
T1189334,37053.19393492946
T1189335,42563.05919653155
T1189336,32356.88215427478
T1189337,31400.246622159895
T1189338,26967.34865575516
T1189339,28510.555289802192
T1189340,36262.472798509145
T1189341,44373.40210485501
T1189342,62592.52606229258
T1189343,28579.394618822218
T1189344,36289.349909026154
T1189345,43956.63000305546
T1189346,36625.84624623087
T1189347,36471.25217493529
T1189348,37047.22969992321
T1189349,71966.44268946038
T1189350,31735.301365052015
T1189351,47325.53489787218
T1189352,37550.25862626475
T1189353,39080.16709328149
T1189354,27871.77199774366
T1189355,66567.79129245524
T1189356,52400.76990506885
T1189357,32206.6957116029
T1189358,52352.01928327359
T1189359,89862.36193585797
T1189360,75631.52119529413
T1189361,54040.315176764954
T1189362,25642.13792279621
T1189363,61426.20469867553
T1189364,27613.65035114897
T1189365,39008.99375296982
T1189366,32443.724413454045
T1189367,31784.342055923815
T1189368,37562.93644389645
T1189369,31317.84805514039
T1189370,36487.688003712945
T1189371,25303.58629024881
T1189372,42879.0926243854
T1189373,48091.47167794598
T1189374,32223.096571316044
T1189375,48859.13995018974
T1189376,52694.50559977815
T1189377,40899.73087527782
T1189378,64167.25737845961
T1189379,36631.27875394311
T1189380,44007.19555346606
T1189381,45357.748003023764
T1189382,51348.08377130875
T1189383,37605.707176025404
T1189384,75630.77374290903
T1189385,44495.65560658512
T1189386,36427.435949605504
T1189387,47382.113533967546
T1189388,69412.35169938655
T1189389,49287.90295321426
T1189390,43634.43064143843
T1189391,30729.35437362439
T1189392,30061.298203809863
T1189393,32127.73885617085
T1189394,43173.47578626263
T1189395,36985.997082883856
T1189396,36910.342215627665
T1189397,55151.43251995777
T1189398,32068.575523059866
T1189399,46340.616753352704
T1189400,66567.79129245524
T1189401,65774.39707672432
T1189402,23038.9243743955
T1189403,30920.0334324597
T1189404,36961.11290826379
T1189405,41681.97234305145
T1189406,25700.736217980837
T1189407,27661.853288007493
T1189408,25634.78491100581
T1189409,40982.44521970308
T1189410,34613.1269925955
T1189411,67732.61229566013
T1189412,59655.106351336915
T1189413,61025.409731248204
T1189414,35910.270998054024
T1189415,27856.113928856255
T1189416,54937.45863884554
